OrderId,Address,CustomerId,CustomerName,DateFilled,DatePlaced,InvoiceNumber,PaymentStatus,Status,Term
1195,"4421 Alderwood Lane, Long Beach WA 90802",286,Grace Garcia,2017-01-23 18:28:08,2017-01-23 18:24:45,602,1,1,0
1196,"4421 Alderwood Lane, Long Beach WA 90802",286,Grace Garcia,2017-01-23 18:28:08,2017-01-23 18:27:30,601,0,1,1
1197,"8814 Fieldbrook Pl, Woodburn WA 97071",284,Richard Edwards,2017-01-23 18:28:10,2017-01-23 18:24:53,616,1,1,1
1198,"8814 Fieldbrook Pl, Woodburn WA 97071",284,Richard Edwards,2017-01-23 18:28:10,2017-01-23 18:26:33,613,1,1,1
1199,"8814 Fieldbrook Pl, Woodburn WA 97071",284,Richard Edwards,2017-01-23 18:28:10,2017-01-23 18:28:03,610,1,1,2
1200,"8814 Fieldbrook Pl, Woodburn WA 97071",284,Richard Edwards,2017-01-23 18:28:10,2017-01-23 18:25:17,612,0,1,2
1201,"8814 Fieldbrook Pl, Woodburn WA 97071",284,Richard Edwards,2017-01-23 18:28:10,2017-01-23 18:24:49,617,1,1,1
1202,"9186 West Boyd Rd., Milton Keynes WA MK8 8DF",296,George McDonald,2017-01-23 18:28:02,2017-01-23 18:25:01,560,1,1,0
1203,"9186 West Boyd Rd., Milton Keynes WA MK8 8DF",296,George McDonald,2017-01-23 18:28:02,2017-01-23 18:27:41,562,1,1,0
1204,"8837 Almond Avenue, Newton WA V2L3W8",297,Brianna Lewis,2017-01-23 18:28:02,2017-01-23 18:27:23,555,0,1,0
1205,"182, avenue des Laurentides, Paris WA 75017",307,Lydia Rana,2017-01-23 18:27:55,2017-01-23 18:27:54,495,0,1,1
1206,"182, avenue des Laurentides, Paris WA 75017",307,Lydia Rana,2017-01-23 18:27:55,2017-01-23 18:26:58,502,1,1,1
1207,"182, avenue des Laurentides, Paris WA 75017",307,Lydia Rana,2017-01-23 18:27:55,2017-01-23 18:24:42,499,0,1,0
1208,"182, avenue des Laurentides, Paris WA 75017",307,Lydia Rana,2017-01-23 18:27:55,2017-01-23 18:25:44,500,0,1,2
1209,"4701 Mt. Dell Drive, Portland WA 97205",306,Amanda Gray,2017-01-23 18:27:56,2017-01-23 18:25:05,505,1,1,1
1210,"4701 Mt. Dell Drive, Portland WA 97205",306,Amanda Gray,2017-01-23 18:27:56,2017-01-23 18:26:26,503,0,1,1
1211,"4701 Mt. Dell Drive, Portland WA 97205",306,Amanda Gray,2017-01-23 18:27:56,2017-01-23 18:26:06,504,1,1,1
1212,"182, avenue des Laurentides, Paris WA 75017",307,Lydia Rana,2017-01-23 18:27:55,2017-01-23 18:26:37,496,0,1,1
1213,"376, rue de Terre Neuve, Versailles WA 78000",303,Adam Hayes,2017-01-23 18:27:57,2017-01-23 18:26:13,515,0,1,1
1214,"376, rue de Terre Neuve, Versailles WA 78000",303,Adam Hayes,2017-01-23 18:27:57,2017-01-23 18:27:41,516,0,1,1
1215,"376, rue de Terre Neuve, Versailles WA 78000",303,Adam Hayes,2017-01-23 18:27:57,2017-01-23 18:24:29,514,1,1,2
1216,"182, avenue des Laurentides, Paris WA 75017",307,Lydia Rana,2017-01-23 18:27:55,2017-01-23 18:26:58,498,0,1,0
1217,"182, avenue des Laurentides, Paris WA 75017",307,Lydia Rana,2017-01-23 18:27:55,2017-01-23 18:26:50,501,0,1,0
1218,"182, avenue des Laurentides, Paris WA 75017",307,Lydia Rana,2017-01-23 18:27:55,2017-01-23 18:24:30,497,1,1,0
1219,"1224 Shoenic, Novato WA 94947",309,Jack Green,2017-01-23 18:27:54,2017-01-23 18:24:48,487,0,1,0
1220,"1224 Shoenic, Novato WA 94947",309,Jack Green,2017-01-23 18:27:54,2017-01-23 18:25:03,486,0,1,1
1221,"376, rue de Terre Neuve, Versailles WA 78000",303,Adam Hayes,2017-01-23 18:27:57,2017-01-23 18:27:06,513,0,1,2
1222,"4373 Sherry Circle, Portland WA 97205",299,Mary Gonzalez,2017-01-23 18:28:00,2017-01-23 18:24:47,543,1,1,2
1223,"4373 Sherry Circle, Portland WA 97205",299,Mary Gonzalez,2017-01-23 18:28:00,2017-01-23 18:25:06,536,0,1,2
1224,"4373 Sherry Circle, Portland WA 97205",299,Mary Gonzalez,2017-01-23 18:28:00,2017-01-23 18:25:57,539,0,1,2
1225,"4373 Sherry Circle, Portland WA 97205",299,Mary Gonzalez,2017-01-23 18:28:00,2017-01-23 18:25:12,541,1,1,0
1226,"4373 Sherry Circle, Portland WA 97205",299,Mary Gonzalez,2017-01-23 18:28:00,2017-01-23 18:25:41,540,1,1,2
1227,"Am Grossen Dern 45, Darmstadt WA 64283",298,Francis Ortega,2017-01-23 18:28:01,2017-01-23 18:25:14,544,0,1,0
1228,"Am Grossen Dern 45, Darmstadt WA 64283",298,Francis Ortega,2017-01-23 18:28:01,2017-01-23 18:26:27,548,0,1,0
1229,"4373 Sherry Circle, Portland WA 97205",299,Mary Gonzalez,2017-01-23 18:28:00,2017-01-23 18:25:50,538,1,1,2
1230,"Am Grossen Dern 45, Darmstadt WA 64283",298,Francis Ortega,2017-01-23 18:28:01,2017-01-23 18:26:01,546,1,1,0
1231,"Am Grossen Dern 45, Darmstadt WA 64283",298,Francis Ortega,2017-01-23 18:28:01,2017-01-23 18:26:22,545,1,1,1
1232,"8837 Almond Avenue, Newton WA V2L3W8",297,Brianna Lewis,2017-01-23 18:28:02,2017-01-23 18:25:19,550,1,1,0
1233,"8837 Almond Avenue, Newton WA V2L3W8",297,Brianna Lewis,2017-01-23 18:28:02,2017-01-23 18:25:28,551,0,1,2
1234,"8837 Almond Avenue, Newton WA V2L3W8",297,Brianna Lewis,2017-01-23 18:28:02,2017-01-23 18:24:59,549,1,1,0
1235,"8837 Almond Avenue, Newton WA V2L3W8",297,Brianna Lewis,2017-01-23 18:28:02,2017-01-23 18:24:52,553,0,1,2
1236,"8837 Almond Avenue, Newton WA V2L3W8",297,Brianna Lewis,2017-01-23 18:28:02,2017-01-23 18:27:49,554,1,1,0
1237,"8837 Almond Avenue, Newton WA V2L3W8",297,Brianna Lewis,2017-01-23 18:28:02,2017-01-23 18:25:54,552,0,1,0
1238,"Am Grossen Dern 45, Darmstadt WA 64283",298,Francis Ortega,2017-01-23 18:28:01,2017-01-23 18:26:01,547,1,1,1
1239,"4373 Sherry Circle, Portland WA 97205",299,Mary Gonzalez,2017-01-23 18:28:00,2017-01-23 18:25:16,542,1,1,0
1240,"4373 Sherry Circle, Portland WA 97205",299,Mary Gonzalez,2017-01-23 18:28:00,2017-01-23 18:27:44,537,1,1,2
1241,"464 Ahneita Dr., Runcorn WA TY31",301,Alisha Ma,2017-01-23 18:27:58,2017-01-23 18:24:35,521,0,1,0
1242,"464 Ahneita Dr., Runcorn WA TY31",301,Alisha Ma,2017-01-23 18:27:58,2017-01-23 18:27:41,524,1,1,0
1243,"464 Ahneita Dr., Runcorn WA TY31",301,Alisha Ma,2017-01-23 18:27:58,2017-01-23 18:25:21,525,1,1,2
1244,"464 Ahneita Dr., Runcorn WA TY31",301,Alisha Ma,2017-01-23 18:27:58,2017-01-23 18:24:38,522,1,1,2
1245,"464 Ahneita Dr., Runcorn WA TY31",301,Alisha Ma,2017-01-23 18:27:58,2017-01-23 18:24:50,526,1,1,1
1246,"4373 Sherry Circle, Portland WA 97205",299,Mary Gonzalez,2017-01-23 18:28:00,2017-01-23 18:27:11,535,1,1,2
1247,"464 Ahneita Dr., Runcorn WA TY31",301,Alisha Ma,2017-01-23 18:27:58,2017-01-23 18:27:51,523,0,1,0
1248,"3884 Beauty Street, Renton WA 98055",300,Anna Price,2017-01-23 18:27:59,2017-01-23 18:27:33,529,0,1,1
1249,"3884 Beauty Street, Renton WA 98055",300,Anna Price,2017-01-23 18:27:59,2017-01-23 18:26:44,533,1,1,0
1250,"3884 Beauty Street, Renton WA 98055",300,Anna Price,2017-01-23 18:27:59,2017-01-23 18:26:13,531,0,1,1
1251,"3884 Beauty Street, Renton WA 98055",300,Anna Price,2017-01-23 18:27:59,2017-01-23 18:24:36,530,1,1,2
1252,"3884 Beauty Street, Renton WA 98055",300,Anna Price,2017-01-23 18:27:59,2017-01-23 18:26:06,527,0,1,1
1253,"3884 Beauty Street, Renton WA 98055",300,Anna Price,2017-01-23 18:27:59,2017-01-23 18:27:26,534,1,1,2
1254,"3884 Beauty Street, Renton WA 98055",300,Anna Price,2017-01-23 18:27:59,2017-01-23 18:25:31,532,1,1,0
1255,"3884 Beauty Street, Renton WA 98055",300,Anna Price,2017-01-23 18:27:59,2017-01-23 18:24:50,528,0,1,1
1256,"2039 Dallis Dr., Lincoln Acres WA 91950",410,Elizabeth Brown,2017-01-23 18:28:12,2017-01-23 18:25:58,629,1,1,2
1257,"9433 Athene Drive, Bremerton WA 98312",324,Janelle Garcia,2017-01-23 18:27:10,2017-01-23 18:26:47,100,0,1,0
1258,"9433 Athene Drive, Bremerton WA 98312",324,Janelle Garcia,2017-01-23 18:27:10,2017-01-23 18:24:49,97,1,1,0
1259,"3236 Wibur Ave., Lake Oswego WA 97034",323,Ashley Johnson,2017-01-23 18:27:11,2017-01-23 18:23:52,106,1,1,1
1260,"3236 Wibur Ave., Lake Oswego WA 97034",323,Ashley Johnson,2017-01-23 18:27:11,2017-01-23 18:25:20,107,1,1,0
1261,"3236 Wibur Ave., Lake Oswego WA 97034",323,Ashley Johnson,2017-01-23 18:27:11,2017-01-23 18:26:42,105,0,1,2
1262,"3236 Wibur Ave., Lake Oswego WA 97034",323,Ashley Johnson,2017-01-23 18:27:11,2017-01-23 18:23:43,104,0,1,1
1263,"3994 Sucamore Drive, Malabar WA 2036",321,Shane Suri,2017-01-23 18:27:12,2017-01-23 18:23:51,113,1,1,2
1264,"3994 Sucamore Drive, Malabar WA 2036",321,Shane Suri,2017-01-23 18:27:12,2017-01-23 18:26:43,112,0,1,2
1265,"3994 Sucamore Drive, Malabar WA 2036",321,Shane Suri,2017-01-23 18:27:12,2017-01-23 18:26:49,111,1,1,2
1266,"3994 Sucamore Drive, Malabar WA 2036",321,Shane Suri,2017-01-23 18:27:12,2017-01-23 18:24:27,110,0,1,1
1267,"3994 Sucamore Drive, Malabar WA 2036",321,Shane Suri,2017-01-23 18:27:12,2017-01-23 18:25:25,114,1,1,0
1268,"5146 California Street, Warrington WA WA1",320,Joe Carlson,2017-01-23 18:27:12,2017-01-23 18:25:59,118,1,1,1
1269,"5146 California Street, Warrington WA WA1",320,Joe Carlson,2017-01-23 18:27:12,2017-01-23 18:24:30,119,0,1,0
1270,"9433 Athene Drive, Bremerton WA 98312",324,Janelle Garcia,2017-01-23 18:27:10,2017-01-23 18:24:22,102,0,1,1
1271,"9433 Athene Drive, Bremerton WA 98312",324,Janelle Garcia,2017-01-23 18:27:10,2017-01-23 18:27:08,101,1,1,1
1272,"9433 Athene Drive, Bremerton WA 98312",324,Janelle Garcia,2017-01-23 18:27:10,2017-01-23 18:24:35,96,0,1,1
1273,"9433 Athene Drive, Bremerton WA 98312",324,Janelle Garcia,2017-01-23 18:27:10,2017-01-23 18:24:37,103,1,1,0
1274,"3989 Terrace Drive, Bellingham WA 98225",327,Ramon Liu,2017-01-23 18:27:08,2017-01-23 18:26:19,82,1,1,0
1275,"Berliner Platz 664, Solingen WA 42651",326,Brianna Sandberg,2017-01-23 18:27:09,2017-01-23 18:26:56,86,1,1,1
1276,"Berliner Platz 664, Solingen WA 42651",326,Brianna Sandberg,2017-01-23 18:27:09,2017-01-23 18:26:26,87,1,1,2
1277,"Berliner Platz 664, Solingen WA 42651",326,Brianna Sandberg,2017-01-23 18:27:09,2017-01-23 18:26:49,88,0,1,1
1278,"Berliner Platz 664, Solingen WA 42651",326,Brianna Sandberg,2017-01-23 18:27:09,2017-01-23 18:24:09,83,1,1,1
1279,"Berliner Platz 664, Solingen WA 42651",326,Brianna Sandberg,2017-01-23 18:27:09,2017-01-23 18:26:24,84,1,1,1
1280,"Berliner Platz 664, Solingen WA 42651",326,Brianna Sandberg,2017-01-23 18:27:09,2017-01-23 18:26:29,85,0,1,1
1281,"5146 California Street, Warrington WA WA1",320,Joe Carlson,2017-01-23 18:27:12,2017-01-23 18:26:37,121,0,1,0
1282,"3663 Colt Ct., Santa Monica WA 90401",325,Samuel Mitchell,2017-01-23 18:27:09,2017-01-23 18:24:37,90,0,1,2
1283,"3663 Colt Ct., Santa Monica WA 90401",325,Samuel Mitchell,2017-01-23 18:27:09,2017-01-23 18:26:15,89,0,1,2
1284,"3663 Colt Ct., Santa Monica WA 90401",325,Samuel Mitchell,2017-01-23 18:27:09,2017-01-23 18:26:11,93,0,1,0
1285,"3663 Colt Ct., Santa Monica WA 90401",325,Samuel Mitchell,2017-01-23 18:27:09,2017-01-23 18:27:07,91,0,1,0
1286,"3663 Colt Ct., Santa Monica WA 90401",325,Samuel Mitchell,2017-01-23 18:27:09,2017-01-23 18:25:15,92,0,1,0
1287,"9433 Athene Drive, Bremerton WA 98312",324,Janelle Garcia,2017-01-23 18:27:10,2017-01-23 18:25:18,95,1,1,2
1288,"9433 Athene Drive, Bremerton WA 98312",324,Janelle Garcia,2017-01-23 18:27:10,2017-01-23 18:24:10,98,0,1,0
1289,"9433 Athene Drive, Bremerton WA 98312",324,Janelle Garcia,2017-01-23 18:27:10,2017-01-23 18:25:59,99,0,1,2
1290,"3663 Colt Ct., Santa Monica WA 90401",325,Samuel Mitchell,2017-01-23 18:27:09,2017-01-23 18:25:53,94,1,1,1
1291,"5146 California Street, Warrington WA WA1",320,Joe Carlson,2017-01-23 18:27:12,2017-01-23 18:24:28,120,1,1,0
1292,"5146 California Street, Warrington WA WA1",320,Joe Carlson,2017-01-23 18:27:12,2017-01-23 18:27:03,116,0,1,2
1293,"5146 California Street, Warrington WA WA1",320,Joe Carlson,2017-01-23 18:27:12,2017-01-23 18:23:46,122,1,1,0
1294,"1613 Santa Maria, Bellingham WA 98225",316,Jerry Chander,2017-01-23 18:27:15,2017-01-23 18:24:12,140,1,1,2
1295,"1613 Santa Maria, Bellingham WA 98225",316,Jerry Chander,2017-01-23 18:27:15,2017-01-23 18:26:15,142,1,1,1
1296,"1613 Santa Maria, Bellingham WA 98225",316,Jerry Chander,2017-01-23 18:27:15,2017-01-23 18:25:52,145,1,1,0
1297,"1613 Santa Maria, Bellingham WA 98225",316,Jerry Chander,2017-01-23 18:27:15,2017-01-23 18:24:40,147,0,1,1
1298,"1613 Santa Maria, Bellingham WA 98225",316,Jerry Chander,2017-01-23 18:27:15,2017-01-23 18:25:25,143,0,1,0
1299,"1613 Santa Maria, Bellingham WA 98225",316,Jerry Chander,2017-01-23 18:27:15,2017-01-23 18:25:04,146,0,1,2
1300,"1613 Santa Maria, Bellingham WA 98225",316,Jerry Chander,2017-01-23 18:27:15,2017-01-23 18:23:53,144,1,1,0
1301,"1613 Santa Maria, Bellingham WA 98225",316,Jerry Chander,2017-01-23 18:27:15,2017-01-23 18:24:43,141,1,1,0
1302,"8790 N. 108th St., Lake Oswego WA 97034",315,Rachel Harris,2017-01-23 18:27:15,2017-01-23 18:24:36,151,0,1,1
1303,"8790 N. 108th St., Lake Oswego WA 97034",315,Rachel Harris,2017-01-23 18:27:15,2017-01-23 18:26:24,156,1,1,2
1304,"8790 N. 108th St., Lake Oswego WA 97034",315,Rachel Harris,2017-01-23 18:27:15,2017-01-23 18:24:59,152,0,1,0
1305,"8790 N. 108th St., Lake Oswego WA 97034",315,Rachel Harris,2017-01-23 18:27:15,2017-01-23 18:24:44,148,0,1,2
1306,"8790 N. 108th St., Lake Oswego WA 97034",315,Rachel Harris,2017-01-23 18:27:15,2017-01-23 18:24:17,154,1,1,1
1307,"8790 N. 108th St., Lake Oswego WA 97034",315,Rachel Harris,2017-01-23 18:27:15,2017-01-23 18:25:26,149,0,1,1
1308,"8790 N. 108th St., Lake Oswego WA 97034",315,Rachel Harris,2017-01-23 18:27:15,2017-01-23 18:25:14,150,1,1,1
1309,"8790 N. 108th St., Lake Oswego WA 97034",315,Rachel Harris,2017-01-23 18:27:15,2017-01-23 18:26:05,155,1,1,1
1310,"8790 N. 108th St., Lake Oswego WA 97034",315,Rachel Harris,2017-01-23 18:27:15,2017-01-23 18:25:14,153,1,1,0
1311,"3989 Terrace Drive, Bellingham WA 98225",327,Ramon Liu,2017-01-23 18:27:08,2017-01-23 18:24:32,81,1,1,2
1312,"5818 San Rafael, Grossmont WA 91941",317,Maria Cook,2017-01-23 18:27:14,2017-01-23 18:24:38,138,0,1,1
1313,"5818 San Rafael, Grossmont WA 91941",317,Maria Cook,2017-01-23 18:27:14,2017-01-23 18:25:15,133,1,1,2
1314,"5146 California Street, Warrington WA WA1",320,Joe Carlson,2017-01-23 18:27:12,2017-01-23 18:24:30,117,0,1,0
1315,"5146 California Street, Warrington WA WA1",320,Joe Carlson,2017-01-23 18:27:12,2017-01-23 18:25:45,115,1,1,0
1316,"870, rue de Fontfroide, Paris WA 75012",319,Pamela Prasad,2017-01-23 18:27:13,2017-01-23 18:24:18,123,1,1,0
1317,"870, rue de Fontfroide, Paris WA 75012",319,Pamela Prasad,2017-01-23 18:27:13,2017-01-23 18:24:10,124,0,1,1
1318,"5208 Poppy Circle, Spring Valley WA 91977",318,Angelica Henderson,2017-01-23 18:27:13,2017-01-23 18:25:12,131,0,1,2
1319,"5208 Poppy Circle, Spring Valley WA 91977",318,Angelica Henderson,2017-01-23 18:27:13,2017-01-23 18:23:43,128,0,1,1
1320,"5208 Poppy Circle, Spring Valley WA 91977",318,Angelica Henderson,2017-01-23 18:27:13,2017-01-23 18:24:23,132,1,1,2
1321,"5818 San Rafael, Grossmont WA 91941",317,Maria Cook,2017-01-23 18:27:14,2017-01-23 18:25:51,134,1,1,0
1322,"5208 Poppy Circle, Spring Valley WA 91977",318,Angelica Henderson,2017-01-23 18:27:13,2017-01-23 18:24:06,125,0,1,0
1323,"5208 Poppy Circle, Spring Valley WA 91977",318,Angelica Henderson,2017-01-23 18:27:13,2017-01-23 18:24:22,130,1,1,0
1324,"5208 Poppy Circle, Spring Valley WA 91977",318,Angelica Henderson,2017-01-23 18:27:13,2017-01-23 18:26:24,129,1,1,0
1325,"5208 Poppy Circle, Spring Valley WA 91977",318,Angelica Henderson,2017-01-23 18:27:13,2017-01-23 18:23:56,126,0,1,2
1326,"5818 San Rafael, Grossmont WA 91941",317,Maria Cook,2017-01-23 18:27:14,2017-01-23 18:24:48,135,0,1,2
1327,"5818 San Rafael, Grossmont WA 91941",317,Maria Cook,2017-01-23 18:27:14,2017-01-23 18:26:11,136,1,1,0
1328,"5818 San Rafael, Grossmont WA 91941",317,Maria Cook,2017-01-23 18:27:14,2017-01-23 18:23:53,137,0,1,2
1329,"5818 San Rafael, Grossmont WA 91941",317,Maria Cook,2017-01-23 18:27:14,2017-01-23 18:24:47,139,0,1,1
1330,"5208 Poppy Circle, Spring Valley WA 91977",318,Angelica Henderson,2017-01-23 18:27:13,2017-01-23 18:25:01,127,1,1,0
1331,"6445 Heartwood Drive, Haney WA V2W 1W2",337,Morgan Hall,2017-01-23 18:27:02,2017-01-23 18:23:50,18,1,1,2
1332,"8887 Entrada Circle, London WA W1N 9FA",336,Manuel Perez,2017-01-23 18:27:03,2017-01-23 18:24:32,28,0,1,2
1333,"8887 Entrada Circle, London WA W1N 9FA",336,Manuel Perez,2017-01-23 18:27:03,2017-01-23 18:24:45,27,0,1,1
1334,"8887 Entrada Circle, London WA W1N 9FA",336,Manuel Perez,2017-01-23 18:27:03,2017-01-23 18:24:21,24,1,1,0
1335,"8887 Entrada Circle, London WA W1N 9FA",336,Manuel Perez,2017-01-23 18:27:03,2017-01-23 18:26:40,26,0,1,0
1336,"8887 Entrada Circle, London WA W1N 9FA",336,Manuel Perez,2017-01-23 18:27:03,2017-01-23 18:27:00,23,1,1,0
1337,"8887 Entrada Circle, London WA W1N 9FA",336,Manuel Perez,2017-01-23 18:27:03,2017-01-23 18:25:24,25,1,1,0
1338,"6445 Heartwood Drive, Haney WA V2W 1W2",337,Morgan Hall,2017-01-23 18:27:02,2017-01-23 18:26:51,20,1,1,1
1339,"6445 Heartwood Drive, Haney WA V2W 1W2",337,Morgan Hall,2017-01-23 18:27:02,2017-01-23 18:24:49,19,0,1,1
1340,"6445 Heartwood Drive, Haney WA V2W 1W2",337,Morgan Hall,2017-01-23 18:27:02,2017-01-23 18:26:32,21,1,1,0
1341,"Postfach 55 00 00, Paderborn WA 33098",340,Misty Luo,2017-01-23 18:27:01,2017-01-23 18:26:13,2,1,1,2
1342,"636 Vine Hill Way, Portland WA 97205",339,Pamela Ansman-Wolfe,2017-01-23 18:27:01,2017-01-23 18:23:32,5,1,1,0
1343,"636 Vine Hill Way, Portland WA 97205",339,Pamela Ansman-Wolfe,2017-01-23 18:27:01,2017-01-23 18:25:43,8,0,1,2
1344,"636 Vine Hill Way, Portland WA 97205",339,Pamela Ansman-Wolfe,2017-01-23 18:27:01,2017-01-23 18:24:23,7,1,1,1
1345,"636 Vine Hill Way, Portland WA 97205",339,Pamela Ansman-Wolfe,2017-01-23 18:27:01,2017-01-23 18:24:03,6,0,1,0
1346,"636 Vine Hill Way, Portland WA 97205",339,Pamela Ansman-Wolfe,2017-01-23 18:27:01,2017-01-23 18:24:45,4,0,1,2
1347,"636 Vine Hill Way, Portland WA 97205",339,Pamela Ansman-Wolfe,2017-01-23 18:27:01,2017-01-23 18:24:21,3,1,1,1
1348,"6445 Heartwood Drive, Haney WA V2W 1W2",337,Morgan Hall,2017-01-23 18:27:02,2017-01-23 18:25:12,22,0,1,2
1349,"3001 Mt. Etna, Bellingham WA 98225",338,Eduardo Garcia,2017-01-23 18:27:02,2017-01-23 18:25:24,17,0,1,0
1350,"3001 Mt. Etna, Bellingham WA 98225",338,Eduardo Garcia,2017-01-23 18:27:02,2017-01-23 18:24:42,11,0,1,0
1351,"3001 Mt. Etna, Bellingham WA 98225",338,Eduardo Garcia,2017-01-23 18:27:02,2017-01-23 18:26:37,14,1,1,0
1352,"3001 Mt. Etna, Bellingham WA 98225",338,Eduardo Garcia,2017-01-23 18:27:02,2017-01-23 18:24:45,15,0,1,0
1353,"3001 Mt. Etna, Bellingham WA 98225",338,Eduardo Garcia,2017-01-23 18:27:02,2017-01-23 18:26:49,16,0,1,1
1354,"3001 Mt. Etna, Bellingham WA 98225",338,Eduardo Garcia,2017-01-23 18:27:02,2017-01-23 18:25:07,9,0,1,2
1355,"3001 Mt. Etna, Bellingham WA 98225",338,Eduardo Garcia,2017-01-23 18:27:02,2017-01-23 18:25:01,12,0,1,1
1356,"3001 Mt. Etna, Bellingham WA 98225",338,Eduardo Garcia,2017-01-23 18:27:02,2017-01-23 18:24:10,13,1,1,2
1357,"3001 Mt. Etna, Bellingham WA 98225",338,Eduardo Garcia,2017-01-23 18:27:02,2017-01-23 18:25:47,10,1,1,2
1358,"6905 Mendouno Dr., Grossmont WA 91941",333,Jordan Turner,2017-01-23 18:27:05,2017-01-23 18:25:52,43,0,1,0
1359,"Am Gallberg 644, Berlin WA 12171",330,Tina Perez,2017-01-23 18:27:07,2017-01-23 18:26:05,64,0,1,1
1360,"Am Gallberg 644, Berlin WA 12171",330,Tina Perez,2017-01-23 18:27:07,2017-01-23 18:23:56,67,0,1,0
1361,"Am Gallberg 644, Berlin WA 12171",330,Tina Perez,2017-01-23 18:27:07,2017-01-23 18:26:31,63,1,1,2
1362,"Am Gallberg 644, Berlin WA 12171",330,Tina Perez,2017-01-23 18:27:07,2017-01-23 18:23:57,65,0,1,1
1363,"Am Gallberg 644, Berlin WA 12171",330,Tina Perez,2017-01-23 18:27:07,2017-01-23 18:26:52,61,1,1,2
1364,"Am Gallberg 644, Berlin WA 12171",330,Tina Perez,2017-01-23 18:27:07,2017-01-23 18:26:08,69,1,1,1
1365,"Am Gallberg 644, Berlin WA 12171",330,Tina Perez,2017-01-23 18:27:07,2017-01-23 18:26:11,66,1,1,0
1366,"Am Gallberg 644, Berlin WA 12171",330,Tina Perez,2017-01-23 18:27:07,2017-01-23 18:24:52,68,0,1,0
1367,"Am Gallberg 644, Berlin WA 12171",330,Tina Perez,2017-01-23 18:27:07,2017-01-23 18:26:24,62,0,1,2
1368,"6026 Lacanda Ct, W. Linn WA 97068",329,Kimberly Peterson,2017-01-23 18:27:07,2017-01-23 18:23:38,70,0,1,1
1369,"6026 Lacanda Ct, W. Linn WA 97068",329,Kimberly Peterson,2017-01-23 18:27:07,2017-01-23 18:25:49,71,0,1,2
1370,"343, rue de Cambrai, Paris WA 75010",331,Alison Nara,2017-01-23 18:27:06,2017-01-23 18:26:07,52,0,1,2
1371,"343, rue de Cambrai, Paris WA 75010",331,Alison Nara,2017-01-23 18:27:06,2017-01-23 18:26:28,59,0,1,0
1372,"6905 Mendouno Dr., Grossmont WA 91941",333,Jordan Turner,2017-01-23 18:27:05,2017-01-23 18:26:05,41,1,1,2
1373,"6905 Mendouno Dr., Grossmont WA 91941",333,Jordan Turner,2017-01-23 18:27:05,2017-01-23 18:23:31,42,1,1,0
1374,"6905 Mendouno Dr., Grossmont WA 91941",333,Jordan Turner,2017-01-23 18:27:05,2017-01-23 18:24:05,44,1,1,2
1375,"614 Shepberry Court, Olympia WA 98501",332,Isaac Campbell,2017-01-23 18:27:05,2017-01-23 18:26:30,51,1,1,2
1376,"614 Shepberry Court, Olympia WA 98501",332,Isaac Campbell,2017-01-23 18:27:05,2017-01-23 18:25:46,46,1,1,0
1377,"614 Shepberry Court, Olympia WA 98501",332,Isaac Campbell,2017-01-23 18:27:05,2017-01-23 18:24:18,47,0,1,2
1378,"614 Shepberry Court, Olympia WA 98501",332,Isaac Campbell,2017-01-23 18:27:05,2017-01-23 18:25:04,50,1,1,1
1379,"343, rue de Cambrai, Paris WA 75010",331,Alison Nara,2017-01-23 18:27:06,2017-01-23 18:24:54,53,1,1,1
1380,"614 Shepberry Court, Olympia WA 98501",332,Isaac Campbell,2017-01-23 18:27:05,2017-01-23 18:24:10,48,0,1,1
1381,"614 Shepberry Court, Olympia WA 98501",332,Isaac Campbell,2017-01-23 18:27:05,2017-01-23 18:26:51,45,0,1,1
1382,"343, rue de Cambrai, Paris WA 75010",331,Alison Nara,2017-01-23 18:27:06,2017-01-23 18:25:57,54,0,1,0
1383,"343, rue de Cambrai, Paris WA 75010",331,Alison Nara,2017-01-23 18:27:06,2017-01-23 18:25:16,56,1,1,2
1384,"343, rue de Cambrai, Paris WA 75010",331,Alison Nara,2017-01-23 18:27:06,2017-01-23 18:27:04,58,0,1,0
1385,"343, rue de Cambrai, Paris WA 75010",331,Alison Nara,2017-01-23 18:27:06,2017-01-23 18:26:19,55,1,1,2
1386,"343, rue de Cambrai, Paris WA 75010",331,Alison Nara,2017-01-23 18:27:06,2017-01-23 18:24:35,60,0,1,2
1387,"343, rue de Cambrai, Paris WA 75010",331,Alison Nara,2017-01-23 18:27:06,2017-01-23 18:24:43,57,1,1,1
1388,"614 Shepberry Court, Olympia WA 98501",332,Isaac Campbell,2017-01-23 18:27:05,2017-01-23 18:24:48,49,0,1,2
1389,"Hans-Rosenthal-Platz 4108, Berlin WA 14197",343,Jarrod Arthur,2017-01-23 18:27:17,2017-01-23 18:23:44,159,0,1,2
1390,"5863 Sierra, Bellevue WA 98004",360,Dan Wilson,2017-01-23 18:27:27,2017-01-23 18:27:20,258,0,1,0
1391,"5863 Sierra, Bellevue WA 98004",360,Dan Wilson,2017-01-23 18:27:27,2017-01-23 18:27:07,254,0,1,0
1392,"9788 Thors Bay Road, Matraville WA 2036",358,Patrick Sands,2017-01-23 18:27:28,2017-01-23 18:24:51,265,0,1,0
1393,"9788 Thors Bay Road, Matraville WA 2036",358,Patrick Sands,2017-01-23 18:27:28,2017-01-23 18:24:23,268,0,1,0
